1,0.6696,0.4252,201
1,0.66049,0.41732,202
1,0.65125,0.40945,203
1,0.64189,0.40157,204
1,0.6324,0.3937,205
1,0.62279,0.38583,206
1,0.61306,0.37795,207
1,0.6032,0.37008,208
1,0.59322,0.3622,209
1,0.58311,0.35433,210
1,0.57288,0.34646,211
1,0.56253,0.33858,212
1,0.55205,0.33071,213
1,0.54145,0.32283,214
1,0.53072,0.31496,215
1,0.51987,0.30709,216
1,0.5089,0.29921,217
1,0.4978,0.29134,218
1,0.48658,0.28346,219
1,0.47523,0.27559,220
1,0.46376,0.26772,221
1,0.45217,0.25984,222
1,0.44045,0.25197,223
1,0.42861,0.24409,224
1,0.41664,0.23622,225
1,0.40455,0.22835,226
1,0.39234,0.22047,227
1,0.38,0.2126,228
1,0.36754,0.20472,229
1,0.35495,0.19685,230
1,0.34224,0.18898,231
1,0.32941,0.1811,232
1,0.31645,0.17323,233
1,0.30337,0.16535,234
1,0.29016,0.15748,235
1,0.27683,0.14961,236
1,0.26338,0.14173,237
1,0.2498,0.13386,238
1,0.2361,0.12598,239
1,0.22227,0.11811,240
1,0.20832,0.11024,241
1,0.19425,0.10236,242
1,0.18005,0.094488,243
1,0.16573,0.086614,244
1,0.15128,0.07874,245
1,0.13671,0.070866,246
1,0.12202,0.062992,247
1,0.1072,0.055118,248
1,0.092256,0.047244,249
1,0.07719,0.03937,250
1,0.062,0.031496,251
1,0.046686,0.023622,252
1,0.031248,0.015748,253
1,0.015686,0.007874,254
1,0,0,255
