sortedClust Var2
1 014a
1 025b
1 029a
1 032a
1 052a
1 057a
1 058a
1 062a
2 011b
2 026b
2 030b
2 030c
3 033a
3 036a
3 037a
3 061a
4 008b
4 016a
4 020a
4 034a
4 042b
4 054b
5 027a
5 030a
5 031b
5 032b
5 040a
5 063a
6 002a
6 003b
6 004a
6 037b
6 042a
6 044a
6 045a
6 049a
7 022b
7 031a
7 033b
7 035a
7 037c
7 041a
7 044b
7 055a
7 059a
8 003a
8 004b
8 011a
8 013a
8 015a
8 020b
8 054a
8 056a
8 060a
9 001a
9 005a
9 008a
9 015b
9 019a
9 022a
9 025a
9 034b
9 036b
9 039a
9 047a
9 050a
