sortedClust Var2
1 008b
1 016a
1 020a
1 034a
1 042b
1 054b
2 014a
2 025b
2 029a
2 032a
2 033a
2 036a
2 037a
2 052a
2 057a
2 058a
2 061a
2 062a
3 003a
3 004b
3 011a
3 011b
3 013a
3 015a
3 020b
3 030c
3 054a
3 056a
3 060a
4 005a
4 019a
4 022a
4 022b
4 026b
4 030b
4 031a
4 033b
4 035a
4 036b
4 037c
4 041a
4 044b
4 047a
4 055a
4 059a
5 027a
5 030a
5 031b
5 032b
5 040a
5 063a
6 001a
6 002a
6 003b
6 004a
6 008a
6 015b
6 025a
6 034b
6 037b
6 039a
6 042a
6 044a
6 045a
6 049a
6 050a
