sortedClust Var2
1 014a
1 025b
1 029a
1 032a
1 033a
1 036a
1 037a
1 052a
1 057a
1 058a
1 061a
1 062a
2 003a
2 004b
2 008b
2 011a
2 011b
2 013a
2 015a
2 016a
2 020a
2 020b
2 026b
2 027a
2 030a
2 030b
2 030c
2 031b
2 032b
2 034a
2 040a
2 042b
2 054a
2 054b
2 060a
2 063a
3 001a
3 002a
3 003b
3 004a
3 005a
3 008a
3 015b
3 019a
3 022a
3 022b
3 025a
3 031a
3 033b
3 034b
3 035a
3 036b
3 037b
3 037c
3 039a
3 041a
3 042a
3 044a
3 044b
3 045a
3 047a
3 049a
3 050a
3 055a
3 056a
3 059a
